0,Rich List 2017: No Brexit 'chilling effect' on wealth of super-rich,"The Hinduja brothers top the Sunday Times Rich List, with a £3.2bn boost to their fortunes.",http://www.bbc.co.uk/news/uk-39830087,bbc-news
0,Prince Edward says 'the show goes on' as the Duke of Edinburgh retires,The Earl of Wessex becomes first royal to speak about Prince Philip's decision to end public duties.,http://www.bbc.co.uk/news/uk-39831071,bbc-news
0,Seamus Ruddy's family have 'mixed emotions' after human remains find,Family of Disappeared victim Seamus Ruddy welcome bittersweet news that remains have been found.,http://www.bbc.co.uk/news/uk-northern-ireland-39830815,bbc-news
0,"At RT, News Breaks You",U.S. intelligence officials have accused the Kremlin-funded network of helping swing the election to Trump.,https://www.bloomberg.com/features/2017-rt-media,bloomberg
0,What it's like to have a surprise dinner with Mark Zuckerberg,Facebook's CEO is on a cross-country tour of the US. Here's what happened when a steel mill worker in Ohio found himself having dinner with Mark Zuckerberg.,http://www.businessinsider.com/what-its-like-to-have-a-surprise-dinner-with-mark-zuckerberg-2017-5,business-insider
0,BUFFETT: This is 'the number one problem with mankind',Warren Buffett sees cyber attacks as a bigger threat to humanity than nuclear weapons.,http://www.businessinsider.com/warren-buffett-cybersecurity-berkshire-hathaway-meeting-2017-5,business-insider
0,What Should Selena Gomez And The Weeknd's Couple Name Be?,Brangelina. Bennifer. Seleeknd?,https://www.buzzfeed.com/whitneyjefferson/seleeknd-or-wekeena,buzzfeed
0,Teens Are Sharing Their Prom Fails From This Year And They're Hilariously Embarrassing,"'I took Sebastian, my blow-up doll, to prom.'",https://www.buzzfeed.com/ryanschocket2/teens-are-the-most,buzzfeed
0,44 Tweets For Women By Women That Are Just Really Fucking Funny,'Oh my...yet another gentleman caller has sent me his penis portrait...',https://www.buzzfeed.com/erinchack/we-revolt-at-dawn,buzzfeed
0,17 Celebrity Tweets You Missed This Week,"Chrissy Teigen borrowed John Legend's mouth guard, Zac Efron showed off his abs, and more!",https://www.buzzfeed.com/kristinharris/celebrity-tweets-you-missed-this-week-5-5,buzzfeed
0,Here's What Canadians Are Buying On Amazon This Week,"This week: Organic coffee, cute passport holders, and pool inflatables!",https://www.buzzfeed.com/sarahaspler/awesome-products-canadians-are-buying-on-amazon,buzzfeed
0,"Yes, It Is Possible To Get Pregnant With An IUD",Let's talk about what really happens when IUDs fail.,https://www.buzzfeed.com/carolinekee/you-still-can-get-pregnant-with-an-iud,buzzfeed
0,14 Pictures Of People Being 100% Right,A reminder that good people do still exist.,https://www.buzzfeed.com/jamiejones/people-who-are-very-clearly-right,buzzfeed
0,These Trans Women Were Asked To Show Their Passports To Enter A Female Gaming Tournament,'No males are allowed. Please take care fake your gender can be [penalised].',https://www.buzzfeed.com/lanesainty/trans-women-barred-from-gaming-tournament,buzzfeed
0,"Just When I Thought 'Toy Story 3' Couldn't Get Any Sadder, I Noticed This Shit","Damnit, Pixar, with the waterworks.",https://www.buzzfeed.com/balorusso/this-one-small-detail-in-toy-story-3-makes-it-even-more-of,buzzfeed
0,20 Pictures Carrie Underwood Prolly Wishes She Could Delete From The Internet,2005...a time for FASHION.,https://www.buzzfeed.com/mjs538/i-blame-ryan-seacrest,buzzfeed
0,82 Chibok schoolgirls released in Nigeria,"Eighty-two Chibok schoolgirls have been released in Nigeria after successful negotiations between Boko Haram and the government, a government official said.",http://www.cnn.com/2017/05/06/africa/chibok-girls-released/index.html,cnn
0,Chibok parents pray for missing girls three years on,"It's been three years since Boko Haram militants raided a boarding school in Chibok, Nigeria, and abducted 276 girls. Some of them have been found, but parents of the girls who are still missing are praying their daughters will one day return home.",http://www.cnn.com/2017/04/14/africa/chibok-girls-three-years-on/index.html,cnn
0,Hats off to the Kentucky Derby's colorful revelers,"See the fashionable, loud and colorful hats at the 143rd running of the Kentucky Derby.",http://www.cnn.com/2017/05/06/style/gallery/kentucky-derby-hats-2017/index.html,cnn
0,Mint julep: The history of the Derby's official drink,"During the 143rd Kentucky Derby, 320 bartenders will serve up approximately 127,000 mint juleps. This is that refreshing cocktail's origin story.",http://www.cnn.com/2017/05/05/foodanddrink/cocktail-history-mint-julep-kentucky-derby/index.html,cnn
0,"Kushner family in Beijing: 'Invest $500,000 and immigrate' to US","The Kushner family pitched wealthy Chinese businesspeople Saturday, hoping to lure them into investing in their real estate by promising it could land them an American passport.",http://money.cnn.com/2017/05/06/news/jared-kushner-nicole-family-event/index.html,cnn
0,FDA approves new treatment for ALS,"The Food and Drug Administration has approved a new drug for the treatment of ALS, or Lou Gehrig's disease. Radicava, or edaravone, is a product of MT Pharma.",http://www.cnn.com/2017/05/06/health/new-als-drug/index.html,cnn
0,Let's hope this isn't Amazon's touchscreen Echo,Is this Amazon's touchscreen Echo?,https://www.engadget.com/2017/05/05/amazon-touchscreen-echo-leak/,engadget
0,French candidate hacked just before presidential election,Stop us if you've heard this one before: hackers have allegedly released emails from a presidential candidate's campaign.,https://www.engadget.com/2017/05/05/france-macron-hacking-silent-emleaks/,engadget
0,The Morning After: Weekend Edition,The one where the thing is happening again.,https://www.engadget.com/2017/05/06/the-morning-after-weekend-edition/,engadget
0,The enduring myth of the hacker boy-band,"Apparently, not all 1337 hax0rs are considered equal.",https://www.engadget.com/2017/05/05/the-enduring-myth-of-the-hacker-boy-band/,engadget
0,The Best and Brightest Hats from This Year's Kentucky Derby,Hat’s entertainment!,http://ew.com/events/the-best-and-brightest-hats-from-this-years-kentucky-derby,entertainment-weekly
0,Kentucky Derby draws celebs to the racetrack,Kentucky Derby draws celebs to the racetrack,http://ew.com/news/2017/05/06/kentucky-derby-draws-celebs-to-the-racetrack/,entertainment-weekly
0,Tracy Morgan attends Kentucky Derby as part of post-accident bucket list,"<p class=""p1""><span class=""s1"">'I want to do all the things I wanted to do now that I survived that accident’</span></p>",http://people.com/celebrity/tracy-morgan-kentucky-derby-bucket-list/,entertainment-weekly
0,'Why do you want to kill my daughter?': House Republicans face voters angry over health care bill,Some Republican members of Congress who voted in favor of repealing and replacing Obamacare are facing enraged voters at hometown forums this week.,http://abcnews.go.com/Politics/house-republicans-face-voters-home-districts-angry-health/story?id=47247115,google-news
0,Kurt Russell Didn't Use CGI for Guardians of the Galaxy Vol. 2 Flashback - IGN Video,Kurt Russell explains what went into realistically de-aging him for the opening sequence of Guardians of the Galaxy Vol. 2.,http://ca.ign.com/videos/2017/05/06/kurt-russell-didnt-use-cgi-for-guardians-of-the-galaxy-vol-2-flashback,ign
